70,I'm Yours,Jason Mraz,245,"Well you done done me and you bet I felt itI tried to be chill but you're so hot that I meltedI fell right through the cracksand now I'm trying to get backBefore the cool done run outI'll be giving it my bestestNothing's going to stop me but divine interventionI reckon its again my turn to win some or learn someBut I won't hesitate no more, no moreIt cannot wait  I'm yoursWell open up your mind and see like meOpen up your plans and damn you're freeLook into your heart and you'll find love love love loveListen to the music of the moment people  dance and singWe're just one big familyIt's your God-forsaken right to be loved love loved love loveSo I won't hesitate no more  no moreIt cannot wait I'm sureThere's no need to complicateOur time is shortThis is our fate  I'm yoursdo do do do you  but do you  do  do  doBut do you want to come onScooch on over closer dearAnd i will nibble your earI've been spending way too long checking my tongue in the mirrorAnd bending over backwards just to try to see it clearerbut My breath fogged up the glassAnd so I drew a new face and laughedI guess what i'ma saying is there ain't no better reasonTo rid yourself of vanity and just go with the seasonsIt's what we aim to doOur name is our virtueBut I won't hesitate no more  no moreIt cannot wait I'm yoursOpen up your mind and see like me (I won't hesitate)Open up your plans and damn you're free (No more, no more)Look into your heart and you'll find the sky is yours (It cannot wait, I'm sure)So please don't, please don't  please don't (There's no need to complicate)There's no need to complicate (Our time is short)Coz our time is short (This is our fate)This is  this is  this is our fateI'm yours"
71,If I Ever Break Your Heart,The Notorious Cherry Bombs,204,If I Ever Break Your Heart - The Notorious Cherry BombsYou don't know me wellI don't have your heartI've been under your spellRight from the startYou don't know how strongYou don't know how trueYou don't know how longI've waited for youIf I ever break your heartIf I ever break your heartIf I ever break your heartI think I'd dieYou were on my mindYou were in my sleepYou were one of a kindI wanted you deepI didn't know your nameI've never seen your faceBut I knew just the sameI was saving your placeIf I ever break your heartIf I ever break your heartIf I ever break your heartI think I'd dieI don't need nothingBut the clothes on my backNo wind and weatherGonna throw me off trackDon't need the richesFame and fortune might bringIf you'll hang with meI don't need anythingLet the sun go downGonna be all rightWanna fill your dayGive the light in your nightIf I ever break your heartIf I ever break your heartIf I ever break your heartI think I'd dieIf I ever break your heartI wouldn't even know where to startIf i ever break your heartI think I'd die
72,In the summertime,Mungo jerry,216,"In the summertime when the weather is highYou can stretch right up and touch the skyWhen the weatherâ²s fineYou got women, you got women on your mindHave a drink, have a draftGo out and see what you can findIf her daddyâ²s rich take her out for a mealIf her daddyâ²s poor just do what you feelSpeed along the laneDo a ton or a ton an'twenty-fiveWhen the sun goes downYou can make it, make it good in a lay-byMusic......Weâ²re no threat, people Weâ²re not dirty, weâ²re not meanWe love everybody but we do as we pleaseWhen the weatherâ²s fineWe go fishinâ² or go swimminâ²in the seaWeâ²re always happyLifeâ²s for livinâ² yeah, thatâ²s our philosophySing along with us, de de de-de-deeDa da da-da-da, yeah weâ²re hap-happyDa da da-da-da-da-da da da-da daDa da da-da-da-da-da da da-da daMusic......When the winterâ²s here, yeah itâ²s party timeBring your bottle, wear your bright clothesIt'll soon be summertime And weâ²ll sing againWeâ²ll go drivinâ²or maybe weâ²ll settle downIf sheâ²s rich, if sheâ²s niceBring your friends and weâ²ll all go into town------In the summertime when the weather is highYou can stretch right up and touch the skyWhen the weatherâ²s fineYou got women, you got women on your mindHave a drink, have a draftGo out and see what you can findIf her daddyâ²s rich take her out for a mealIf her daddyâ²s poor just do what you feelSpeed along the laneDo a ton or a ton an'twenty-fiveWhen the sun goes downYou can make it, make it good in a lay-byMusic......Weâ²re no threat, people Weâ²re not dirty, weâ²re not meanWe love everybody but we do as we pleaseWhen the weatherâ²s fineWe go fishinâ² or go swimminâ²in the seaWeâ²re always happyLifeâ²s for livinâ² yeah, thatâ²s our philosophySing along with us, de de de-de-deeDa da da-da-da, yeah weâ²re hap-happyDa da da-da-da-da-da da da-da daDa da da-da-da-da-da da da-da daIn the summertime when the weather is highYou can stretch right up and touch the skyWhen the weatherâ²s fineYou got women, you got women on your mindHave a drink, have a draftGo out and see what you can findIf her daddyâ²s rich take her out for a mealSing along with us, de de de-de-deeDa da da-da-da, yeah weâ²re hap-happyDa da da-da-da-da-da da da-da da---End------End---"
73,It Gets Better,Fun.,216,"What have we done, oh my godWhat have we done, oh my godThis is really happeningYou never looked so boredCan you feel my fingernails?They've never been so shortIt's hard to lay a golden eggwith everyone aroundIt's hard to stay inside my headwhen words keep pouring outLike starlight crashing through the room,we'll lose our feathersYes, I know it hurts at first but it gets betterIt gets better, it gets betterIt gets better, we'll get betterIt gets better, it gets betterIt gets better, we'll get betterI can taste your summer sweatIt's never been so warmSo can we kick the covers off?They're always onIt's never been so warmIt's hard to keep a straight facewhen I just wanna smileIf you could see the look that's in your eyesLike starlight crashing through the room,we'll lose our feathersYes, I know it hurts at first but it gets betterIt gets better, it gets betterIt gets better, we'll get betterIt gets better, it gets betterIt gets better, we'll get betterThere's a fire in skySome snow on the groundNot quite enough cigarettesTo calm me downWhat have we done, oh my godWhat have we done, oh my godIt gets better, it gets betterIt gets better, we'll get betterIt gets better, it gets betterIt gets better, we'll get betterIt gets better, it gets better (This is really)It gets better, we'll get better (happening)It gets better, it gets better (This is really)It gets better, we'll get better (happening)"
74,It's a Beautiful Day,Michael Bubl¨¦,540,"I donât know whyYou think that you could hold meWhen you canât get by by yourselfAnd I donât know whoWould ever want to tear the seam of someoneâs dreamBaby, itâs fine, you said that we should just be friendsWhile I came up with that line and Iâm sureThat itâs for the bestIf you ever change your mind, donât hold your breathâCause you may not believeThat baby, Iâm relievedWhen you said goodbye, my whole world shinesHey hey heyItâs a beautiful day and I canât stop myself from smilingIf Iâm drinking, then Iâm buyingAnd I know thereâs no denyingItâs a beautiful day, the sun is up, the musicâs playingAnd even if it started rainingYou wonât hear this boy complainingâCause Iâm glad that youâre the one that got awayItâs a beautiful dayItâs my turn to fly, so girls, get in lineâCause Iâm easy, no playing this guy like a foolNow Iâm alrightMightâve had me caged before, but not tonightâCause you may not believeThat baby, Iâm relievedThis fire inside, it burns too brightI donât want to say âso longâ, I just want to say âgoodbyeâItâs a beautiful day and I canât stop myself from smilingIf Iâm drinking, then Iâm buyingAnd I know thereâs no denyingItâs a beautiful day, the sun is up, the musicâs playingAnd even if it started rainingYou wonât hear this boy complainingâCause Iâm glad that youâre the one who got awayâCause if you ever think Iâll take upMy time with thinking of our break-upThen, youâve got another thing coming your wayâCause itâs a beautiful dayBeautiful dayOh, baby, any day that youâre gone awayItâs a beautiful day"
75,It'S Amazing,Jem,238,"Do it, nowYou know who you areYou feel it in your heartAnd your burning and wishinBut first wait, won't get it on a plateYour gonna have to work for it harder and harderAnd I know cause I've been there beforeKnockin on the doors with rejection (rejection)And you'll see(you'll see) cause if it's meant to beNothing can compare to deserving your dreamsIt's amazing, it's amazingAll that you can doIt's amazing, it makes my heart singNow it's up to youPatience now frustration's in the airAnd people who don't careWell it's gonna get you downAnd you'll (you'll) fall (fall)Yes you will hit a wallGet back on your feetAnd you'll be stronger and smarterAnd I know cause I've been there beforeKnockin down the doors won't take no for an answerAnd you'll see cause if it's meant to beNothing can compare to deserving your dreamsIt's amazing, it's amazingAll that you can doIt's amazing, it makes my heart singNow it's up to youIt's amazing, it's amazingAll that you can doIt's amazing, it makes my heart singNow it's up to youIt's amazing, it's amazingAll that you can doIt's amazing, it makes my heart singNow it's up to youAhh-ahh-ahh"
1,9 Crimes,Damien Rice,219,Leave me out with the wasteThis is not what i doIt's the wrong kind of placeTo be thinking of youIt's the wrong timeFor somebody newIt's a small crimeAnd i've got no exuseIs that alright?Give my gun away when it's loadedIs that alright?If u dont shoot it how am i supposed to hold itIs that alright?Give my gun away when it's loadedIs that alrightwith u?Leave me out with the wasteThis is not what i doIt's the wrong kind of placeTo be cheating on youIt's the wrong timebut she's pulling me throughIt's a small crimeAnd I've got no exuseIs that alright?Give my gun away when it's loadedIs that alright?If u dont shoot it how am i supposed to hold itIs that alright?Give my gun away when it's loadedIs that alrightIs that alright with u?Is that alright?Give my gun away when it's loadedIs that alright?If u dont shoot it how am i supposed to holdIs that alright?Give my gun away when it's loadedIs that alrightIs that alright with u?Is that alright with u?Is that alright with u?Is that alright with u?Is that alrightIs that alrightIs that alright with u?no
2,A Different Kind Of Pain (Album Version),Cold,320,"Before I let you goGive me just one more night to show youJust how I feelI lost all my controlIf it takes my whole damned lifeI'll make this up to youI'm kind of like the waves that roll their whole lifeTowards somewhere crashing it on the shoreThat's blown in by the wind that carries the cloudsTo hide my wish on a fallen starA different kind of pain,is someone there to hold youIs someone there to take you away from meA different kind of pain,is someone there to hold youIs someone there to take you away from meI tried to let you goI wish I could turn back time and showYou just how I feelI needed you to knowIf it takes my whole damned lifeI'll make this up to youI'm kind of like the waves that roll their whole lifeTowards somewhere crashing it on the shoreThat's blown in by the wind that carries the cloudsTo hide my wish on a fallen starA different kind of pain,is someone there to hold youIs someone there to take you away from meA different kind of pain,is someone there to hold youIs someone there to take you away from meBefore you let me go,Before you let me go,Before you let me go,Before you let me go,I needed you to knowA different kind of painis someone there to hold youIs someone there to take you away from meA different kind of painis someone there to hold youIs someone there to take you away from meA different kind of pain(It's a different kind of pain)A different kind of pain(It's a different kind of pain)It's a different kind of pain(It's a different kind of pain)It's a different kind of pain(It's a different kind of pain)It's a different kind of pain(Before you let me go)It's a different kind of pain(I needed you to know)It's a different kind of painIt's a different kind of"
3,A Natural Disaster,Anathema,387,Its been a long cold winter without youi've been crying on the inside over youjust slipped through my fingers as life turned awayits been a long cold winter since that dayIts hard to findhard to findhard to find the strength now but i tryand I don't want todon't want todon't want to go on and speak nowof what's gone byCos no matter what i sayno matter what i doi cant change what happenedNo matter what i sayno matter what i doi cant change what happenedCos no matter what i sayno matter what i doi cant change what happenedNo matter what i sayYou just slipped through my fingersand i feel so ashamedYou just slipped through my fingersand i have paidCos no matter what i sayno matter what i doi cant change what happenedNo matter what i sayno matter what i doi cant change what happenedno no I can't changeCos no matter what i sayno matter what i doi cant change what happenedNo matter what i sayno no I can't changeJust slipped through my fingersand i feel so ashamedYou just slipped through my fingersand i have paid.
4,A Place Nearby,Lene Marlin,252,I entered the roomSat by your bed all through the nightI watched your daily fightI hardly knewThe pain was almost more than I could bearAnd still I hearYour last words to meHeaven is a place nearbySo I wont be so far awayAnd if you try and look for meMaybe you will find me somedayHeaven is a place nearbySo there is no need to say goodbyeI wanna ask you not to cryI will always be by your sideYou just faded awayYou spread your wings you had flownAway to something unknownWish I could bring you backYou are always on my mindAbout to tear myself apart.You have your special place in my heartAlways heaven is a place nearbySo I wont be so far awayAnd if you try and look for meMaybe you will find me somedayHeaven is a place nearbySo there is no need to say goodbyeI wanna ask you not to cryIâll always be by your sideAnd even when I go to sleepI still can hear your voiceAnd those wordsI never will forgetHeaven is a place nearbySo I wont be so far awayAnd if you try and look for meMaybe you will find me somedayHeaven is a place nearbySo there is no need to say goodbyeI wanna ask you not to cryI will always be by your side
5,A Thousand Miles,Vanessa Carlton,243,"Making my way down townWalking fastFaces passAnd I'm home boundStaring blankly aheadJust making my wayMaking a wayThrough the crowdAnd I need youAnd I miss youAnd now I wonderIf I could fallInto the skyDo you think timeWould pass me byCause you know I'd walk a thousand milesIf I could just see you... tonightIt's always times like theseWhen I think of youAnd I wonder if you ever think of meCause everything's so wrongAnd I don't belongLiving in your precious memoryCause I need youAnd I miss youAnd now I wonderIf I could fallInto the skyDo you think timeWould pass me by,ohCause you know I'd walk a thousand milesIf I could just see you... tonightAnd I, I don't wanna let you knowI, I drown in your memoryI,I don't wanna let this goI, I've fallen...Making my way down townWalking fastFaces passAnd I'm home boundStaring blankly aheadJust making my wayMaking a wayThrough the crowdAnd I still need youAnd I still miss youAnd now I wonderIf I could fall into the skyDo you think time, would pass us byCause you kow I'd walk a thousand milesIf I could just see you...If I could fall into the skyDo you think time would pass me byCause you know I'd walk a thousand milesIf I could just see you...If I could just hold you...Tonight"
6,Again And Again,Jewel,241,"Listen dearI need you to hear.I cannot disappearI've tried again and again and again.I know we saidThat we'd give upYou said we'd had enoughAgain and again and again.But you, you're always on my mind.It's like this all the time.Say it's cause you're mineAll mine...And if you will, I willTry to let it go.And if you try, I'll tryTry to let it show us the way'Cause love is here to stayJust look me in the eyeThis is do or dieAnd I will stay in love'Till you say enoughThere is no giving inThere is no giving up in love.Walk down the streetStare at lots of thingsThe fast and steady streamsAgain and again and again.Do what I shouldTry to stay busyYour face is all I seeAgain and again and again.But you, you're always on my mind.It's like this all the time.Say it's cause you're mineAll mine...And if you will, I willTry to let it go.And if you try, I'll tryTry to let it show us the way'Cause love is here to stayJust look me in the eyeThis is do or dieAnd I will stay in love'Till you say enoughThere is no giving inThere is no giving up in love.Like a movie I once sawIn the darkness I recallFeeling the beauty and the painAnd when you call my nameSay you feel the same.Cause' if you will, I willTry to let it goAnd if you try, I'll tryTry to let it show.And if you will, I willTry to let it goAnd if you try, I'll tryTry to let it show us the way'Cause love is here to stayJust look me in the eyeThis is do or dieAnd I will stay in love'Til you say enoughThere is no giving inThere is no giving up in loveIn love, in loveWe're in loveI cannot disappear...I've tried again and again and again..."
7,All I Ever Wanted,The Airborne Toxic Event,312,"I can only say these things to you while you're sleepingI hear the hum from the wires and the sounds of the morning creep inI lie awake and pretend you can hear meAnd you tell me that you're scared that you're turning into your motherAnd I feel myself turn into my fatherWe could lie to each other like they do and say we're so happyIt's easy when you're young and you still want it so badlyAnd I feel my heart poundingAnd I think that I might screamI can tell you that you're all I ever wanted, dearAnd I can utter every word you've ever hope to hearBut I shudder when I think that I might not be here forever, forever, foreverThat night you whispered like a ghost and you looked so shakenYou were so quiet and small and you tell me you wanted to be takenI just never think of you as the kind of girl who would say thatAnd you suddenly seem like some faceless thing in my graspYour eyes so wide, your face so lowIt's the face of someone I don't knowI can tell you that you're all I ever wanted, dearAnd I can utter every word you'd ever hope to hearShudder when I think that I might not be here forever, forever, foreverAnd all I could think is that it must be a kind of rebellionTo arm our fears like soldiers and slay them.I can tell you that you're all I've ever wanted, dearThrough the dim while you're breathing, while you're sleeping in hereWaken and you ask me if I'm going to be here forever, forever, foreverYour face so twisted and your eyes are lightI want to tell I can save you when you cry at nightBut I'd be lyingLove is defying"
8,All Out Of Love,Air Supply,242,I'm lying alone with my head on the phoneThinking of you till it hurtsI know you hurt too but what else can we doTormented and torn partI wish I could carry your smile in my heartFor times when my life seems so lowIt would make me believe what tomorrow could bringWhen today doesn't really knowDoesn't really knowI'm all out of loveI'm so lost without youI know you were rightBelieving for so longI'm all out of loveWhat am I without youI can't be too lateTo say that I was so wrongI want you to come back and carry me homeAway from these long lonely nightsI'm reaching for youAre you feeling it tooDoes the feeling seem oh so rightAnd what would you sayIf I called on you nowAnd said that I can't hold onThere's no easy way it gets harder each dayPlease love me or I'll be goneI'll be goneI'm all out of loveI'm so lost without youI know you were rightBelieving for so longI'm all out of loveWhat am I without youI can't be too lateTo say that I was so wrongAh what are you thinking ofWhat are you thinking ofWhat are you thinking ofWhat are you thinking o.................fI'm all out of loveI'm so lost without youI know you were rightBelieving for so longI'm all out of loveWhat am I without youI can't be too lateI know I was so wrongI'm all out of loveI'm so lost without youI know you were rightBelieving for so longI'm all out of loveWhat am I without youI can't be too lateI know I was so wrongI'm all out of loveI'm so lost without youI know you were rightBelieving for so longI'm all out of loveWhat am I without youI can't be too lateTo say that I was so wrongI'm all out of loveo....................
9,All Too Well,Taylor Swift,848,"I walked through the door with youIt was cold, but something 'bout it felt like home somehow and ILeft my scarf there at your sister's houseAnd you still got it in your drawer even nowOh your sweet dispositionAt my wide eye gazeWe're singing in a car getting lost upstateAutumn leaves falling down like pieces in the placeAnd I can picture it after all these daysAnd I know it's long gone, and magics not here no moreAnd I might be okay, but i'm not, found it allCause here we are again on that little time streetYou almost ring the red cause you were looking over meWind in my air I was there I remember it all too wellPhoto album on my counterYour cheeks were turning redYou used to be a little kid with your glasses in a twin size bedAnd your mother's telling stories 'bout you on a tivo teamYou tell me about your past thinking your future was meAnd I know it's long gone, and there was nothing else I could doAnd I forget about you long enough to forget why I needed youCause here we are again in the middle of the nightWe're dancing round the kitchen in the refrigerator lightDown the stairs I was there I remember it all too wellAnd maybe we got lost in translationMaybe I asked for too muchBut maybe this thing wasn't masterpieceHe tored it all upRunning scared, I was there I remember it all too wellHey you called me up again just to break me like a promiseSo casually cruel in the name of being honestI'mma crumble up piece of paper lying hereCause I remember it all, all, all too wellTime won't fly it's like I'm paralyzed by itI like to be my old self againBut i'm still trying to find itAfter platshirt days and that's when you made me your ownNow you mail back my things and I walk home aloneBut your keep my old scarf from that very first weekCause it reminds you of innocence and it smells like meYou can't get rid of it, cause you remember it all too wellCause there we are again and I loved you soBack before you lost the one real thing you've ever knownIt was where, I was there, I remember it all too wellWind in my air, you were there, you remember it allDown the stairs, you were there, you remember it allIt was where, I was there I remember it all too well"
10,Almost Lover (Album Version),A Fine Frenzy,274,"Your fingertips across my skinThe palm trees swaying in the windImagesYou sang me Spanish lullabiesThe sweetest sadness in your eyesClever trickWell, I never want to see you unhappyI thought you want the same for meGoodbye, my almost loverGoodbye, my hopeless dreamI'm trying not to think about youCan't you just let me be?So long, my luckless romanceMy back is turned on youShould've known you'd bring me heartacheAlmost lovers always doWe walked along a crowded streetYou took my hand and danced with meImagesAnd when you left, you kissed my lipsYou told me you would never, never forgetThese imagesNoWell, I never want to see you unhappyI thought you want the same for meGoodbye, my almost loverGoodbye, my hopeless dreamI'm trying not to think about youCan't you just let me be?So long, my luckless romanceMy back is turned on youShould've known you bring me heartacheAlmost lovers always doI cannot go to the oceanI cannot drive the streets at nightI cannot wake up in the morningWithout you on my mindSo you're gone and I'm hauntedAnd I bet you are just fineDid I make it thatEasy to walk right in and outOf my life?Goodbye, my almost loverGoodbye, my hopeless dreamI'm trying not to think about youCan't you just let me be?So long, my luckless romanceMy back is turned on youShould have known you bring me heartacheAlmost lovers always do"
11,Alone (2000 Digital Remaster),Heart,222,"i hear the ticking of the clockI'm lying here the room's pitch darkI wonder where you are tonightNo answer on the telephoneAnd the night goes by so very slowOh i hope that it won't end thoughAloneTill now i always got by on my ownI never really cared until i met youAnd now it chills me to the boneHow do i get you aloneHow do i get you aloneYou don't know how long i have wantedTo touch your lips and hold you tightYou don't know how long i have waitedAnd i was going to tell you tonightBut the secret is still my ownAnd my love for you is still unknownAloneTill now i always got by on my ownI never really cared until i met youAnd now it chills me to the boneHow do i get you aloneHow do i get you aloneHow do i get you aloneHow do i get you aloneAlone, alone"
12,Angel Of Mine,Monica,251,"When I first saw you I already knewThere was something inside of youSomething I thought that I would never findAngel of MineI look at you looking at meNow I know why they say the best things are freeGonna love you boy you are so fineAngel of MineHow you changed my world you'll never knowI'm different now,you helped me growYou came into my lifeSent from aboveWhen I lost all hopeYou showed me loveI'm checkin for youBoy you're right on timeAngel of MineNothing means more to me than what we shareNo one in this whole world can ever compareLast night the way you moved is still on my mindAngel of MineWhat you mean to me you'll never knowDeep inside I need to showYou came into my lifeSent from aboveWhen I lost all hopeYou showed me loveI'm checkin for youBoy you're right on timeAngel of MineI never knew I could feel each momentAs if it were newEvery breath that I takeThe love that we makeI only share it with youYou...When I first saw you I already knewThere was something inside of youSomething I thought that I would never findAngel of MineYou came into my lifeSent from aboveWhen I lost all hopeYou showed me loveI'm checkin for youBoy you're right on timeAngel of MineHow you changed my world you'll never knowI'm different now,you helped me growI look at you looking at meNow I know why they say the best things are freeCheckin' for you boy you're right on timeAngel of Mineby lune"
13,As Long As You Love Me,Backstreet Boys,225,Although loneliness has always been a friend of mineI'm leaving my life in your handsPeople say i'm crazy that i am blindRisking it all in a glanceHow you got my blind is still a mysteryI can't get you out of my headDon't care what is written in your historyAs long as youre here with meI don't care who you areWhere youre fromWhat you didAs long as you love meWho you areWhere youre fromDon't care what you didAs long as you love meEvery little thing that you have said and doneFeels like it's deep within meDoesn't really matter if youre on the runIt seems like were meant to beI don't care who you areWhere youre fromWhat you didAs long as you love meWho you areWhere youre fromDon't care what you didAs long as you love meAs long as you love meI've tried to hide it so that no one knowsBut I guess it showsWhen you look in to my eyesWhat you did and where youre coming fromI don't care as long as you live me babyI don't care who you areWhere youre fromWhat you didAs long as you love meWho you areWhere youre fromDon't care what you didAs long as you love mewho you areWhere youre fromWhat you didAs long as you love meWho you areWhere youre fromAs long as you love meWho you areAs long as you love meWhat you didI don't care as long as you live me
14,Ashes And Wine,A Fine Frenzy,695,Donât know what to do anymoreIâve lost the only love worth fighting forIâll drown in my tearsDonât they see?That which show you that which make you hurt like meAll the sameI donât want mudslinging gamesItâs such a shameTo let you walk awayIs there a chance?A fragment of light at the end of the tunnel?A reason to fight?Is there a chance you may change your mind?Or are we ashes and wine?Donât know if our fateâs already sealedThis dayâs spinning surface on a wheelIâm ill with the thought of your kissCoffee laced intoxicating on her lipsCut it outIâve got no claim on you nowNot allowed to wear your freedom downIs there a chance?A fragment of light at the end of the tunnel?A reason to fight?Is there a chance you may chance your mind?Or are we ashes and wine?Iâll tear myself awayThat is what you needThere is nothing left to sayButIs there a chance?A fragment of light at the end of the tunnel?A reason to fight?Is there a chance you may change your mind?Or are we ashes and wine?The dayâs still ashes and wineOr are we ashes?
15,Back To December,Taylor Swift,298,"I'm so glad you made time to see meHow's life? Tell me how's your familyI haven't seen them in a whileYou've been good, busier than everSmall talk, work and the weatherYour guard is up and I know whyBecause the last time you saw meis still burned in the back of your mindYou gave me roses and I left them there to dieSo this is me swallowing my pride standing infront of you saying I'm sorry for that nightAnd I go back to December all the timeIt turns out freedom ain't nothin but missin youWishin I'd realized what I had when you were mineI go back to December turn around and make it all rightI go back to December all the timeThese days I haven't been sleepinStayin up playing back myself leavinWhen your birthday passed and I didn't callThen I think about summer all the beautiful timesI watched you laughin from the passenger sideAnd realized I loved you in the fallAnd then the cold came the dark dayswhen fear crept into my mindYou gave me all your lovin all I gave you was goodbyeSo this is me swallowing my pride standing infront of you saying I'm sorry for that nightAnd I go back to December all the timeIt turns out freedom ain't nothin but missin youWishin I'd realized what I had when you were mineI go back to December turn around and change my own mindI go back to December all the timeI miss your tan skin, your sweet smileSo good to me so rightAnd how you held me in your arms that September nightThe first time you ever saw me cryMaybe this is wishful thinkinProbably mindless dreaminIf we loved again I swear I'd love you rightI'd go back in time and change it but I can'tSo if the chain is on your door I understandThis is me swallowing my pride standing infront of you saying I'm sorry for that nightAnd I go back to DecemberIt turns out freedom ain't nothin but missin youWishin I'd realized what I had when you were mineI go back to December turn around and make it all rightI go back to December turn around and change my own mindI go back to December all the timeall the time"
16,Be Alright,Justin Bieber,191,"Across the ocean across the seaStartin' to forget the way you look at me nowOver the mountains across the skyNeed to see your face need to looking your eyesThrough the strom and through the couldsupside down nowI konw it's hard babe to sleep at nightDon't you worryCause everything's gonna be alright IBe alright IThrough the sorrowAnd the fightsDon't you worryCause everything's gonna be alright IBe alright IAll alone in my roomWaiting for your phone call to come soonAnd for you , ohI would walk a thousand milesTo be in your armsHolding my heartOh I  Oh II love youEverything's gonna be alright, IBe alright  IThrough the long night and bright lightsDon't you worryCause everything's gonna be alright IBe alright  IYou know that I care for youI'll always be there for youPromise I will stay right hereI know that you want me tooBaby we can make it through anythingCause everything's gonna be alright IBe alright  IThrough the sorrow and the fightsDon't you worryEverything's gonna be alrightBe alrightThrough the sorrow and the fightsDon't you worryEverything's gonna be alright"
17,Better Off Dead,anathema,263,ï»¿How could I know that you would burnAnd I'm sorry about the moonHow could I know that you'd disapprovedI'll never make the same mistakeSo next time I create the universeI'll make sure we communicate at lengthOh yeahBut until then it's better off deadA smile on the lips and a hole in the headBetter off dead it's better than thisTake it away 'cause there's nothing to missI'm sorry about the worldHow could I know you'd take it so badAnd I'll never make the same mistakeSo if you are looking for a fantasyWhy not trying the entire human raseJust to play it safeUntil thenA smile on the lips and a hole in the headBetter off dead it's better than thisTake it away 'cause there's nothing to missBetter off dead better off deadWhy don't you try pushing daisies insteadBetter off dead better off deadA smile on the lips and a hole in the headAnd I'll never make the same mistakeThe next time I create the universeI'll make sure you participateOh yeahAnd I'll never make the same mistakeThe next time I create the universeI'll make sure we communicate at length just in case
18,Better Than A Hallelujah,AMY GRANT,225,"god loves a lullabyin a mother's tears in the dead of nightbetter than a hallelujah sometimesgod loves a drunkard's crythe soldier's plea not to let him diebetter than a hallelujah sometimeswe pour out our miseriesgod just hears a melodybeautiful the mess we arethe honest cries, of breaking heartsare better than a hallelujaha woman holding on for lifea dying man giving up the fightare better than a hallelujah sometimestears of shame for what's been donethe silence when the words won't comeare better than a hallelujah sometimeswe pour out our miseries,god just hears a melodybeautiful the mess we arethe honest cries, of breaking heartsare better than a hallelujahbetter than a church bell ringingbetter than a choir singing outsinging outwe pour out our miseriesgod just hears a melodybeautiful the mess we arethe honest cries, of breaking heartsare better than a hallelujahwe pour out our miseriesgod just hears a melodybeautiful the mess we arethe honest cries, of breaking heartsare better than a hallelujah(better than a hallelujah sometimes)better than a hallelujah(better than a hallelujah sometimes)to:æ s.o.r.r.yââå¢¨"
19,Black & Blue,Chris Garneau,334,"black and blueAir-conditioning is cold,summer's hot and love is oldi wish i was smaller,a little creepy crawler.Their's lovers' sin in this town,lovers cannot let down,the summer's hot as hell here you know,if we think we can drink now,we wont stop cos we dont know how,it's cold, but we lovehow it feels alrightI sweat it all out, you sweat a lot toowe heart the same, the same black and blueohh ohhhh , i wanna catch my difficultohh ohhhhh , cos i'm scared i'm growing oldohhh oh oh , don't return the love i giveohhhh oh oh, your still my favouriteTroubles win in this town,Troubles don't turn upside-down,ohh - they shit on the last bit of funThere's sin all around,Lovers cannot let down,and the winter wears and tearsour bones.There's a man in this townis shooting us down, hethinks he's a big man but he doesnt know anything about us or anything at all.At night he lies awake,and his heart aches,cos its cold - ohh ohh old,he sweats it out all the night through,and he throws up all over me and you.ohh ohhh, i wanna catch my difficultohhh ohhh, cos i'm scared of growin oldohh oh ohh, don't return the love i gave youohhh oh oh, your still my favouriteohh ohhh, i wanna catch my difficultohhh ohhh, cos i'm scared of growin oldohh oh ohh, don't return the love i gave youohhh oh oh, your still my favouriteAir-conditioning's cold,summers hot and love is oldi wish i was even smaller,a little creepy crawler"
20,Blue Velvet,Lana Del Rey,159,"She wore blue velvetBluer than velvet was the nightSofter than satin was the lightFrom the starsShe wore blue velvetBluer than velvet were her eyesWarmer than May her tender sighsLove was oursOurs a love I held tightlyFeeling the rapture growLike a flame burning brightlyBut when she leftGone was the glow of blue velvetBut in my heart there'll always bePrecious and warm, a memoryThrough the yearsAnd I still can see blue velvetThrough my tears"
21,Born To Die,Lana Del Rey,289,"Feet don't fail me nowTake me to the finish lineAll my heart, it breaks every step that I takeBut I'm hoping that the gates,They'll tell me that you're mineWalking through the city streetsIs it by mistake or design?I feel so alone on a Friday nightCan you make it feel like home, if I tell you you're mineIt's like I told you honeyDon't make me sad, don't make me crySometimes love is not enough and the road gets toughI don't know whyKeep making me laugh,Let's go get highThe road is long, we carry onTry to have fun in the meantimeCome and take a walk on the wild sideLet me kiss you hard in the pouring rainYou like your girls insaneChoose your last wordsThis is the last timeCause you and I, we were born to dieLost but now I am foundI can see but once I was blindI was so confused as a little childTried to take what I could getScared that I couldn't findAll the answers, honeyDon't make me sad, don't make me crySometimes love is not enough and the road gets toughI don't know whyKeep making me laugh,Let's go get highThe road is long, we carry onTry to have fun in the meantimeCome and take a walk on the wild sideLet me kiss you hard in the pouring rainYou like your girls insaneChoose your last words,This is the last timeCause you and IWe were born to dieWe were born to dieWe were born to dieCome and take a walk on the wild sideLet me kiss you hard in the pouring rainYou like your girls insaneDon't make me sad, don't make me crySometimes love is not enough and the road gets toughI don't know whyKeep making me laugh,Let's go get highThe road is long, we carry onTry to have fun in the meantimeCome and take a walk on the wild sideLet me kiss you hard in the pouring rainYou like your girls insaneChoose your last wordsThis is the last timeCause You and IWe were born to die"
